localização;texto;qtd_emojis
Rio de Janeiro;"Grupo vai pressionar presidenciáveis por ações contra efeito estufa https://t.co/vRsdaDB4Si";"0 -> "
Vitória, Brasil;"@karinafdesa @baasthay @toughgal_ ninguém ta colocando saude mental em jogo amiga negocio é que não orna, não faz sentido desafia o sentido da rotação da terra e ajuda o aquecimento global a aumentar dair pior coisa que ja vi série e olha que ja vi muita coisa";"0 -> "
bangtanNarniailusao;"@35t1gm4 Baby vai interromper o aquecimento global com as merdas que você fala e deixa os outros votar em paz ???";"1 -> joy   "
;"@omeleft @GABRlELPlNHElRO Os otarios ainda acreditam em mudança climática...";"0 -> "
bangtanNarniailusao;"@pcycliche Bla bla bla, vai atrapalhar o que aquecimento global com as merdas que você fala e deixa os outros votar em paz...";"0 -> "
Santarem/PA Amazonia Brasil ;"#JustiçaClimática? OS MAIS RICOS POLUEM, OS MAIS POBRES PAGAM... Os países que mais sofrem com o aquecimento global (e que mais precisarão de investimentos) já estão tendo que pagar juros mais altos sobre as dívidas,... https://t.co/A2su5F0yU9";"0 -> "
Sao Paulo (Brasil);"AO VIVAÇO AQUECIMENTO GLOBAL EDITION https://t.co/PWxM98l4Cm";"0 -> "
Três Cachoeiras, Brasil;"@Schutzz_ Da mesma forma que a terra é plana o Aquecimento Global também não existe";"0 -> "
Brazil;"@Marcelo20789538 @ManuelaDavila O aquecimento global tem base científica, isso que vc esta falando não condiz com a realidade. Países com alto índice de automação não são países com alto desemprego.";"0 -> "
;"Culpa do aquecimento global https://t.co/USqpggtaJQ";"0 -> "
Três Cachoeiras, RS;"Tava olhando um vídeo muito interessante sobre um climatologista da USP falando que o aquecimento global é uma mentira, sério todo mundo deveria ver";"0 -> "
Ilhabela;"Já era de se esperar que meu nariz teria esse tipo de atitude com a mudança climática";"0 -> "
SP;"@mrponciano @ManuelaDavila Isso está parecendo a discussão do aquecimento global. A maioria dos estudos de economistas mostra que os empregos que serão criados são muito menos que os que serão extintos. Serão milhares de demissões e algumas dezenas de técnicos";"0 -> "
Pasárgada- No meio do caminho ;"Vamos nos atentar para o aquecimento global, né Mores? Salvem o Urso Polar, uhuuul https://t.co/KJaa6sbEeh";"0 -> "
Caves of Kahless, Qo'noS;"@trumpeu @fencas Esse aí, olha... Eh só eu escrever algum post sobre aquecimento global que vem gente compartilhar apostila ou entrevista dele.";"0 -> "
epah vivo ao pé do posto 2;"@oceandrive21 É verdade, gosto mais do aquecimento global do que deles";"0 -> "
;""Quantos bernardos cabem num balde em cima da árvore considerando o aquecimento global de extrema importância, eis a questão"?? @lucas_w_12 @Luis_F_Martins1";"1 -> joy   "
;"“Alguém dizer que a molécula de gás carbônico não exerce efeito estufa atmosférico, isto é, que não absorve e reemite radiação térmica, é uma asneira anticientífica equivalente a dizer que a Terra é plana”.";"0 -> "
Sede da Agros;"@connwctada Haha sim em 2050 vamos todos morrer se o elon musk não transformar marte num planeta habitável porque os recursos vão acabar e aquecimento global";"0 -> "
??;"@multihtk ela disse que tem haver com o aquecimento global e com o sol estar mais próximo da terra https://t.co/Oc2L39TgEb";"0 -> "
Uberaba, Brasil;"@vivias_ Outro dia uma guria me falou que aquecimento global é uma teoria.";"0 -> "
Almada, Portugal;"A Joana cortou o cabelo, anda a ler... Porra! Amanhã vêm dizer-me que já não há aquecimento global";"0 -> "
Brazil, São Paulo;"Vamos morrer assados ou conseguiremos deter o aquecimento global? https://t.co/u4kb0RrnBc";"0 -> "
Rio de Janeiro, Brasil;"Cerrado: desmatamento no bioma é maior do que na Amazônia, região é estratégica em recursos hídricos e no combate ao aquecimento global. ? https://t.co/z6jrddg8px https://t.co/7A79axaQY1";"1 -> disappointed_relieved   "
Institute for Advanced Study;"falai seus não existe aquecimento global https://t.co/K8qnfuK0f4";"0 -> "
Charqueadas, Brasil;"@dougraz Aquecimento global é o nome";"0 -> "
;"vai lá sasa, faz live bêbada e fala sobre o aquecimento global, igual o @....";"0 -> "
Cartaxo, Portugal;"“Aquecimento global não existe” Claro que não ! https://t.co/IyeIWNErCg";"0 -> "
Somewhere in my header ;"Ironicamente o Japão é dos países q mais contribui para o efeito de estufa e para o aquecimento global, so delete............ https://t.co/T6tHaPUtl1";"0 -> "
;""aquecimento global é uma mentira é falta de sacrifício"";"0 -> "
Brasilia, Brasil;"A importância da conscientização sobre as implicações éticas levantadas pela mudança climática é um dos temas do #CorreioDaUNESCO. O acesso online e o download são gratuitos e em português: https://t.co/liJ2VS4MSO #UNESCOCourier https://t.co/JlHU6iALrI";"0 -> "
;"@brasil247 A ONU tem a guerra na Síria , a fome e malária em vários países africanos, o aquecimento global , tanta coisa pra se preocupar e vem o Lula se achando ...";"0 -> "
Brasil;"Com certeza do seu lado ou na sua mão agora tem algo que você pode reciclar. O modo como vivemos a mudança climática determina o nosso futuro. Pense nisso. Assuma um compromisso com você mesmo. Nós precisamos da natureza. #Recicle #FaçapeloClima &gt;&gt; https://t.co/Ft3MvtADKB https://t.co/SwLB8ZEeRb";"0 -> "
;"mim dê aquecimento global, papai. mim dê.";"0 -> "
asgard ;"a agropecuária usa cerca de 55% do recurso hídrico global, ISSO EH MT ASSUSTADOR! pra produzir 500 gramas de carne eles usam quase 9 litros de água. além do que a agropecuária é um dos maiores causadores do aquecimento global por causa dos gases liberados pelos animais";"0 -> "
Maringá, Brasil;"@gustavoreis325 Isso se chama Agravamento do Aquecimento Global Os dias de verão não ficam mais quentes mas sim diminuem os números de dias frios, elevando assim, a média da temperatura global";"0 -> "
kattegat;"vou fazer do efeito estufa mesmo pq e mais facil e eu to sem tempo";"0 -> "
kattegat;"trafico de animais silvestres cordao ecologico efeito estufa contaminaçao ambiental qual desse irei escolher";"0 -> "
kattegat;"nao aguento mais fazer trabalho sobre efeito estufa pelo amor de odin";"0 -> "
Brasilia, Brasil;"A reportagem do #CorreioDaUNESCO “A mudança climática traz o receio por conflitos” comenta como pressões sobre os recursos naturais enfraquecem a capacidade das nações se governarem e aumentam as chances conflitos. Conheça a revista eletrônica no link https://t.co/liJ2VS4MSO https://t.co/bas0BJvfBM";"0 -> "
;"Espero que as crianças tailandesas não tenham que esperar por quatro meses uma mudança climática para serem resgatadas pq o mal psicológico que pode causar a elas de ficarem naquele estado é de preocupar qualquer um";"0 -> "
São Bernardo do Campo SP??;"@MPF_PGR Em @dialogabrasil sobre a #PL6299 além do perigo contra a saúde pública, é grave no meio ambiente, não só nas contaminações do solo e da água potável, mas também na atmosfera, trazendo rompimento na camada de ozônio em aquecimento global, podendo ter consequências devastadora! https://t.co/q3ItunJGiZ";"0 -> "
;"Aquecimento global: Ao longo da semana passada, recordes históricos de temperaturas foram registrados por todo o planeta https://t.co/85SSwfEFDd";"0 -> "
Portugal;"Tamos em julho qual aquecimento global qual quê o Trump é que as curte";"0 -> "
num sei onde to;"Vir pra aula e ouvir que o aquecimento global é uma mentira. meeeeee";"0 -> "
americana;"Gostei de um vídeo @YouTube https://t.co/HU07m0VpWW farsa do aquecimento global";"0 -> "
no fundo do poço;"tadinho do girinos eles estão morrendo por causa de um fungo chamado quitridiomiceto que por causa do aquecimento global causa uma micose neles e basicamente eles morrem asfixiados ou porque não conseguem comer";"0 -> "
041, cwb pr;"Tudo isso é culpa do aquecimento global";"0 -> "
Curitiba, Brasil;"@lalalawrences plástico nos oceanos is the new aquecimento global";"0 -> "
Itabira, Brasil;"@Marcelo04346868 @jantoniocs29 @Adriana32046929 Vai provocar mais explosões solares com a queima dá cachaça crua ? isso vai causar um grande aquecimento global ? será o fim dá terra ?";"1 -> sweat_smile   "
Belo Horizonte, Brasil;"STOP AQUECIMENTO GLOBAL";"0 -> "
palhoça, sc;"@anamuenz o aquecimento global existe e está causando consequências";"0 -> "
Brasil;""Aquecimento global não existe" ?????? Não sei dou risada ou se choro. https://t.co/zL15mAkXlK";"2 -> sob   joy   "
Salvador, Brasil;"Fiz umas contas aq e vi que salvador ta batendo 68°C ta feliz aquecimento global?";"0 -> "
Porto Alegre, Brazil;"mas é claro que é melhor fazer um escândalo sobre a palavra “transgênico” e não entender as possibilidades e benefícios. Do país que não vacina suas crianças e acha que mudança climática não existe. olá EUA";"0 -> "
Salvador - Bahia;"Cuidado! O que você comprar nos grandes supermercados, que escravizam os trabalhadores, pode ser veneno puro, que te matará pouco a pouco de maneira silenciosa. Educação para criação de hortas orgânicas familiares já! https://t.co/gQOT1S786h";"0 -> "
São Luís, Brazil;"n existe aquecimento global pipipipopopo https://t.co/9WjeWa8GSy";"0 -> "
São Paulo, Brasil;"Aquecimento global realmente existe, apenas percebemos isso quando nossas estações climáticas estão loucas de LSD.";"0 -> "
Porto Alegre, Brasil;"oque tu acha sobre o aquecimento global? — citando o filósofo donald trump, é apenas uma invenção dos chineses https://t.co/Sa86LyZasY";"0 -> "
Rio de Janeiro, Brasil;"Doninha de pelagem branca pode ser extinta pelo aquecimento global. https://t.co/Ot2P9cJYep";"0 -> "
;"temperatura no verão: baixa pessoas espertas: aquecimento global ignorantes: ai lmao se fosse aquecimento global estaria quente";"0 -> "
;"Y: usa garrafinha p/ água, não come carne, anda de bici há anos. anda de avião com frequência. Z: usa copo plástico, come carne e anda de carro td dia. não anda de avião. Y emite MUITO mais tCO2eq (ton. de CO2 equivalente) que Z. mudança climática não é somente sobre tCO2eq.";"0 -> "
Rio de Janeiro, Brasil;"Há 50 anos, relatório da Universidade de Stanford mostrou que o aumento das emissões de CO2 teria efeitos drásticos. As petrolíferas fingiram que não era com elas, varreram a sujeira para baixo do tapete e iniciaram uma longa e suja estratégia de negação. https://t.co/PlwbUityq2 https://t.co/QUB2hMoB3f";"0 -> "
São Paulo, Brasil;"cês tão daora? porque com essa mudança climática eu acordei com o nariz zoado";"0 -> "
;"@DIEGO_DAMASIO @metsul Aquecimento global é coisa inventada, para governos sustentarem as centenas de ONGs e ambientalistas e políticos...";"0 -> "
here;"Carol começou a ver Mirai nikki, só pode ser um efeito do aquecimento global, o mundo está a acabar";"0 -> "
Lisboa;"Aquecimento global https://t.co/pgnfYjaqDe";"0 -> "
Minas Gerais (Metal Land), Bra;"??? "Aquecimento Global": A Maior "Fake News" da História ???????????????????https://t.co/kzFxQ2IPkS";"12 -> sunny   cloud_rain   cloud   white_sun_behind_cloud_rain   white_sun_behind_cloud   partly_sunny   cloud_tornado   cloud_lightning   cloud_snow   thunder_cloud_rain   earth_americas   thermometer   "
;"Grupo de pesquisadores determinou motivo da extinção de seres do período Ediacarano, que ocorreu há cerca de 500 milhões de ano https://t.co/z5tJVjEb58";"0 -> "
São Paulo, Brasil;"@canaltech Torcer para o mesmo acontecer com o aquecimento global";"0 -> "
Alentexas;"o que é que achas sobre o aquecimento global? — Uma merda https://t.co/hj93xxUhb2";"0 -> "
Campinas, Brasil;"Esse tempo tá muito geminiano, mudança climática do dia pra noite pqp";"0 -> "
onde se come o açaí puríssimo ;"MUDANÇA CLIMÁTICA É COMPLICADA MEUS BRO #QuartaDetremuraSDV";"0 -> "
A-15;"Aquecimento global, de nada. https://t.co/VAAtiH3CIE";"0 -> "
Sao Paulo, Brazil;"Gostei de um vídeo @YouTube https://t.co/uJcV2D0cpS Moura x Ricardo Felício - Aquecimento Global.";"0 -> "
;"@mmeioambiente Qual o nome do imbecil? NÃO EXISTE EFEITO ESTUFA";"0 -> "
Brasília, Brasil;"Para o representante da FAO-Brasil, é fundamental o consumidor mudar de atitude. "Ao combater o desperdício e a perda de alimentos, combate-se tb os gases de efeito estufa”. Ele destacou q a campanha está em sintonia c/ o ODS 12: assegurar padrões de produção/consumo sustentáveis";"0 -> "
;"Ai sabe, eu odeio macho, eu quero que todos morram, não aguento mais macho respirando, macho aumentando o aquecimento global, se macho não existisse, nós estaríamos todas tranquilíssimas sem essas merda no mundo, aff sabe, odeio macho";"0 -> "
Porto Alegre, Brasil;"@metsul Mas e o tal aquecimento global???";"0 -> "
Porto de Mós, Portugal;"E o problema é que não vês ninguém preocupado com aquecimento global, mas sim preocupados por acordarem e não verem o sol https://t.co/rBxLEBL1Fz";"0 -> "
mf 38;"Qui frioooo. E eu to ficando gripada de novo c essa mudança climática toda hora";"0 -> "
Jardim Coopagro, Toledo;"Qual seu pensamento para o aquecimento global? — mano eu mal sei da minha vida vou saber do aquecimento global https://t.co/D6sbq03j05";"0 -> "
Barreiro, Portugal;"quero ir à praia apanhar sol pq pareço um copo de leite mas não posso, obrigado aquecimento global, pqp";"0 -> "
Brasil;"@canaltech A farsa do aquecimento global? Conseguiram chamar atenção, assunto polêmico...";"0 -> "
;"O aquecimento global é uma farsa e quem está o causando são as vacas";"0 -> "
Porto, Portugal;"Copa, aquecimento global pode ser qulquer coisa, desde que seja contigo — Uau ? https://t.co/LEjU7DEU1u";"1 -> heart_eyes   "
;"Acho que todos os anos tenho ido a piscina no meu aniversário e este tempo de merda não me deixa pqp tou bué chateada com o aquecimento global";"0 -> "
São Paulo, Brasil;"Humanidade estoura limite de 1,5ºC em 22 anos, diz estudo https://t.co/8aiufK55oj Se as emissões de gases de efeito estufa continuarem crescendo nos níveis atuais, restam cerca de 22 anos até que temperatura global alcance 1,5°C e impactos disto sobre o clima podem ser extremos https://t.co/o0EATACYbz";"0 -> "
Brasil;"Mapa global de vinhedos está mudando com o aquecimento global. Confira no vídeo produzido pela nossa parceira DW Brasil. https://t.co/16Zj0rBYvF";"0 -> "
no teu armário;"Aquecimento global https://t.co/Ibc6TwVXwt";"0 -> "
;"Essa mudança climática em phb acaba cm minha saúde";"0 -> "
franca-sp;"@g1 Culpa do aquecimento global";"0 -> "
;"- Vou pra Goiânia visitar meus avós - nossa que máximo, que cidade de lá? - Goiânia. As pessoas acham que pq eu estudo geografia tenho que saber tudo, posso falar horas sobre aquecimento global mas elas só querem saber se o mato é grosso";"0 -> "
;"Professor da USP Revela A Farsa do Aquecimento Global no PROGRAMA DO JÔ! (ENTREVISTA COMPLETA) https://t.co/UEwlsc8dF6";"0 -> "
São Luís, Brasil;"cada pergunta ajuda na plantação de árvores para combater o aquecimento global, vem gente https://t.co/YIaywdy8Xy";"0 -> "
Póvoa de Varzim, Portugal;"It’s called aquecimento global,caso não saibas https://t.co/11o1GME6kD";"0 -> "
Brooklyn;"@Lebiitch @tatianagc_ Porra Tatiana, vai evitar o aquecimento global com teu poder de gelo, vai Elsa";"0 -> "
;"@omeleft Mudança climática? Putz, isso é doença?";"0 -> "
Earth;"Análise aponta que rebanho bovino responde por 17% das emissões de gases de efeito estufa no Brasil https://t.co/RoF7f8Vfgf";"0 -> "
Hong Kong;"O Aquecimento Global se tornou uma religião, com promessa de inferno para quem não aderir e tudo... e até o papa já incluiu no roll ecumenico (da união das igrejas). É o Ecomenismo.. https://t.co/ZBnoHh8G9H";"0 -> "
